차가, 50, 159
하하, 56, 163
바차, 96, 167
다다, 93, 142
차카, 55, 194
파자, 68, 174
차타, 48, 192
차파, 97, 173
자다, 59, 161
아차, 89, 187
바자, 92, 161
라나, 99, 163
타아, 98, 179
자나, 48, 159
바자, 92, 149
나아, 67, 179
나가, 92, 164
나자, 85, 165
바타, 42, 148
타파, 62, 144
아사, 40, 155
바나, 62, 167
하가, 64, 168
타사, 93, 174
파차, 41, 174
다라, 62, 187
가타, 76, 169
다하, 98, 197
파가, 63, 162
차카, 89, 143
하카, 51, 198
차파, 88, 152
사자, 65, 148
자가, 72, 183
사나, 94, 153
파자, 47, 183
가다, 98, 158
자타, 84, 146
마다, 98, 176
사바, 86, 176
차라, 68, 192
사나, 44, 146
타파, 57, 193
라타, 96, 190
하바, 63, 163
파파, 79, 181
파하, 67, 155
가마, 48, 175
타카, 45, 167
카아, 62, 186
차가, 61, 158
아마, 76, 158
다라, 98, 155
바가, 92, 143
자라, 97, 171
파마, 81, 186
바파, 77, 165
파차, 85, 197
자자, 88, 196
자사, 55, 190
라하, 51, 143
마나, 97, 198
차파, 48, 155
다다, 45, 177
카파, 86, 186
나하, 60, 181
바다, 93, 179
가자, 44, 174
타타, 53, 171
마자, 75, 181
마자, 61, 160
가타, 92, 195
아다, 43, 180
마타, 82, 164
카하, 75, 188
차가, 47, 191
바사, 66, 182
다바, 85, 158
카마, 52, 195
하라, 99, 144
바라, 57, 169
차파, 46, 148
가차, 57, 183
자하, 43, 180
타하, 76, 162
마마, 55, 162
마하, 66, 180
다아, 62, 158
바하, 71, 191
가자, 61, 146
차차, 83, 168
하자, 69, 150
가카, 96, 182
하아, 71, 197
카하, 96, 186
라나, 86, 149
타마, 62, 182
다사, 96, 177
차카, 87, 150
나다, 70, 142
카라, 77, 141
가타, 68, 164
아바, 90, 142
마가, 90, 195
자가, 81, 151
라마, 89, 162
바라, 61, 194
나마, 90, 183
가아, 49, 152
아파, 93, 162
아아, 88, 146
라사, 64, 152
다하, 84, 199
아마, 98, 189
사가, 94, 197
마자, 73, 152
파하, 59, 168
마나, 73, 155
차하, 65, 160
라가, 95, 185
가라, 58, 140
카카, 80, 145
나하, 63, 166
파라, 58, 169
자하, 93, 180
마사, 42, 168
차차, 48, 142
자나, 47, 177
차가, 94, 153
나라, 84, 156
나하, 41, 173
하자, 83, 170
자다, 75, 152
라마, 79, 199
사아, 77, 143
아아, 74, 185
마자, 60, 152
가파, 40, 198
바다, 62, 183
나파, 76, 162
카자, 41, 152
다사, 48, 199
파나, 43, 179
카나, 96, 190
다차, 60, 157
사사, 57, 144
다아, 62, 147
자카, 83, 167
자사, 76, 167
파사, 76, 164
파마, 94, 189
하마, 55, 166
차마, 77, 192
자파, 93, 198
아마, 89, 173
마마, 53, 167
마바, 41, 169
타사, 94, 193
마아, 41, 157
파아, 85, 194
라카, 52, 189
차아, 87, 191
하하, 73, 173
하아, 88, 190
바나, 43, 182
가마, 96, 171
가마, 83, 173
차파, 98, 196
차사, 68, 183
가라, 80, 194
사차, 53, 145
파아, 84, 190
아사, 68, 142
다바, 52, 169
차파, 68, 187
카가, 94, 140
바카, 93, 191
라자, 71, 163
마아, 82, 171
하파, 84, 161
카하, 43, 182
타나, 84, 163
카마, 66, 174
차아, 82, 151
다하, 79, 182
차차, 57, 195
다하, 76, 154
파파, 80, 197
나아, 52, 157
차라, 84, 149
라카, 83, 183
자다, 60, 191
차라, 99, 181
바타, 79, 168
파차, 73, 195
바사, 77, 150
사자, 90, 148
다라, 85, 192
바사, 69, 189
라바, 79, 170
마파, 67, 182
가차, 46, 166
바파, 65, 159
타아, 53, 160
타하, 84, 191
다자, 99, 166
자타, 58, 156
차다, 95, 175
가라, 51, 165
타사, 52, 183
라차, 83, 171
사파, 95, 195
나사, 91, 158
하하, 65, 174
아아, 60, 180
나다, 74, 163
아가, 59, 179
가카, 43, 197
나마, 75, 155
라마, 76, 196
라하, 98, 180
하파, 96, 143
바바, 53, 145
가하, 91, 165
카카, 49, 194
바카, 85, 199
차자, 87, 163
다가, 55, 149
바하, 51, 152
라나, 44, 179
하카, 99, 141
라사, 93, 166
자하, 82, 173
나라, 55, 146
타카, 85, 158
바차, 69, 142
하나, 70, 149
파타, 50, 198
차라, 50, 142
사차, 69, 159
다차, 53, 176
가하, 78, 156
카가, 95, 166
나사, 51, 197
차마, 95, 189
마하, 93, 193
카차, 79, 174
하라, 71, 170
하카, 60, 188
사마, 68, 144
타차, 99, 161
카바, 64, 182
차마, 64, 148
라파, 85, 168
나카, 47, 179
차다, 86, 154
카바, 59, 146
라아, 52, 148
타라, 43, 155
자차, 54, 184
다사, 75, 158
아타, 46, 154
라타, 78, 174
아카, 81, 174
파다, 50, 164
